,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
4512,EU,Europe,DEU,Germany,2012,Female,Age85_over,[85+],231,0.10727023,0.0,15.6489858
4513,EU,Europe,GRC,Greece,1961,Female,Age75_79,[75-79],1,0.02356268,0.0,1.30548303
4514,EU,Europe,GRC,Greece,1965,Female,Age75_79,[75-79],3,0.05958292,0.0,3.50877193
4515,EU,Europe,GRC,Greece,1965,Female,Age80_84,[80-84],1,0.02042901,0.0,1.93050193
4516,EU,Europe,GRC,Greece,1965,Female,Age85_over,[85+],1,0.01608752,0.0,3.90625
4517,EU,Europe,GRC,Greece,1969,Female,Age75_79,[75-79],4,0.07557151,0.0,4.45930881
4518,EU,Europe,GRC,Greece,1969,Female,Age80_84,[80-84],4,0.0744186,0.0,7.1942446
4519,EU,Europe,GRC,Greece,1969,Female,Age85_over,[85+],3,0.04412414,0.0,10.34482759
4520,EU,Europe,GRC,Greece,1971,Female,Age75_79,[75-79],8,0.15177386,0.0,9.30232558
4521,EU,Europe,GRC,Greece,1974,Female,Age75_79,[75-79],8,0.1334668,0.0,7.33272227
4522,EU,Europe,GRC,Greece,1974,Female,Age80_84,[80-84],2,0.03287311,0.0,3.23624595
4523,EU,Europe,GRC,Greece,1974,Female,Age85_over,[85+],1,0.01232134,0.0,2.00803213
4524,EU,Europe,GRC,Greece,1976,Female,Age75_79,[75-79],6,0.08592296,0.0,4.92610837
4525,AS,Asia,HKG,"China, Hong Kong SAR",2004,Female,Age80_84,[80-84],28,0.96986491,0.0,45.08856683
4526,AS,Asia,HKG,"China, Hong Kong SAR",2005,Female,Age75_79,[75-79],34,1.42557652,0.0,36.7965368
4527,AS,Asia,HKG,"China, Hong Kong SAR",2008,Female,Age80_84,[80-84],17,0.51483949,0.0,22.91105121
4528,AS,Asia,HKG,"China, Hong Kong SAR",2013,Female,Age75_79,[75-79],24,1.17704757,0.0,21.8579235
4529,AS,Asia,HKG,"China, Hong Kong SAR",2013,Female,Age85_over,[85+],22,0.25371929,0.0,22.72727273
4530,AS,Asia,HKG,"China, Hong Kong SAR",2014,Female,Age80_84,[80-84],28,0.82693444,0.0,30.6345733
4531,EU,Europe,HUN,Hungary,1955,Female,Age85_over,[85+],16,0.45274477,0.0,102.5641026
4532,EU,Europe,HUN,Hungary,1956,Female,Age80_84,[80-84],28,0.48468063,0.0,71.97943445
4533,EU,Europe,HUN,Hungary,1958,Female,Age75_79,[75-79],41,0.53336802,0.0,44.13347686
4534,EU,Europe,HUN,Hungary,1958,Female,Age85_over,[85+],13,0.33180194,0.0,72.62569832
4535,EU,Europe,HUN,Hungary,1960,Female,Age80_84,[80-84],34,0.50595238,0.0,72.49466951
4536,EU,Europe,HUN,Hungary,1961,Female,Age75_79,[75-79],35,0.43381259,0.0,33.84912959
4537,EU,Europe,HUN,Hungary,1962,Female,Age85_over,[85+],19,0.33946757,0.0,89.62264151
4538,EU,Europe,HUN,Hungary,1963,Female,Age80_84,[80-84],11,0.16088928,0.0,20.59925094
4539,EU,Europe,HUN,Hungary,1965,Female,Age75_79,[75-79],59,0.63708023,0.0,52.35137533
4540,EU,Europe,HUN,Hungary,1965,Female,Age85_over,[85+],23,0.38943447,0.0,95.83333333
4541,EU,Europe,HUN,Hungary,1967,Female,Age80_84,[80-84],56,0.65843621,0.0,89.17197452
4542,EU,Europe,HUN,Hungary,1968,Female,Age75_79,[75-79],67,0.69835314,0.0,56.30252101
4543,EU,Europe,HUN,Hungary,1969,Female,Age75_79,[75-79],61,0.64190256,0.0,49.6742671
4544,EU,Europe,HUN,Hungary,1970,Female,Age75_79,[75-79],100,0.97191175,0.0,76.80491552
4545,EU,Europe,HUN,Hungary,1973,Female,Age80_84,[80-84],55,0.600699,0.0,75.75757576
4546,EU,Europe,HUN,Hungary,1974,Female,Age80_84,[80-84],71,0.75515848,0.0,94.16445623
4547,EU,Europe,HUN,Hungary,1977,Female,Age85_over,[85+],39,0.44378698,0.0,97.5
4548,NAC,North America and the Caribbean,GRD,Grenada,2001,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4549,NAC,North America and the Caribbean,GRD,Grenada,2001,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4550,NAC,North America and the Caribbean,GRD,Grenada,2001,Female,Age85_over,[85+],0,0.0,0.0,0.0
4551,NAC,North America and the Caribbean,GRD,Grenada,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
4552,NAC,North America and the Caribbean,GRD,Grenada,2008,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4553,NAC,North America and the Caribbean,GRD,Grenada,2009,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4554,NAC,North America and the Caribbean,GRD,Grenada,2009,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4555,NAC,North America and the Caribbean,GRD,Grenada,2009,Female,Age85_over,[85+],0,0.0,0.0,0.0
4556,NAC,North America and the Caribbean,GRD,Grenada,2010,Female,Age85_over,[85+],0,0.0,0.0,0.0
4557,NAC,North America and the Caribbean,GRD,Grenada,2013,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4558,NAC,North America and the Caribbean,GRD,Grenada,2013,Female,Age85_over,[85+],0,0.0,0.0,0.0
4559,NAC,North America and the Caribbean,GLP,Guadeloupe,1974,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4560,NAC,North America and the Caribbean,GLP,Guadeloupe,1974,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4561,NAC,North America and the Caribbean,GLP,Guadeloupe,1981,Female,Age75_79,[75-79],1,0.22271715,0.0,17.43375174
4562,NAC,North America and the Caribbean,GLP,Guadeloupe,1981,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4563,NAC,North America and the Caribbean,GLP,Guadeloupe,2003,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4564,NAC,North America and the Caribbean,GLP,Guadeloupe,2003,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4565,NAC,North America and the Caribbean,GLP,Guadeloupe,2004,Female,Age75_79,[75-79],1,0.70422535,0.0,19.06941266
4566,NAC,North America and the Caribbean,GLP,Guadeloupe,2004,Female,Age80_84,[80-84],1,0.48309179,0.0,26.24671916
4567,EU,Europe,FIN,Finland,1996,Female,Age75_79,[75-79],8,0.21863897,0.0,8.69565217
4568,EU,Europe,FIN,Finland,1996,Female,Age85_over,[85+],1,0.0112765,0.0,1.93423598
4569,EU,Europe,FIN,Finland,1997,Female,Age80_84,[80-84],5,0.09932459,0.0,7.36377025
4570,EU,Europe,FIN,Finland,1999,Female,Age75_79,[75-79],3,0.08014961,0.0,2.944872
4571,EU,Europe,FIN,Finland,2000,Female,Age80_84,[80-84],7,0.14556041,0.0,10.33545949
4572,EU,Europe,FIN,Finland,2001,Female,Age85_over,[85+],3,0.03077554,0.0,4.99209585
4573,EU,Europe,FIN,Finland,2003,Female,Age80_84,[80-84],7,0.14285714,0.0,9.16842395
4574,EU,Europe,FIN,Finland,2004,Female,Age75_79,[75-79],10,0.31675641,0.0,9.30830021
4575,EU,Europe,FIN,Finland,2004,Female,Age85_over,[85+],2,0.02098416,0.0,3.18015583
4576,EU,Europe,FIN,Finland,2007,Female,Age75_79,[75-79],11,0.37199865,0.0,10.02661611
4577,EU,Europe,FIN,Finland,2008,Female,Age80_84,[80-84],6,0.1283697,0.0,6.9094971
4578,EU,Europe,FIN,Finland,2009,Female,Age85_over,[85+],5,0.04481491,0.0,6.32459064
4579,EU,Europe,FIN,Finland,2010,Female,Age75_79,[75-79],10,0.36350418,0.0,9.52662215
4580,EU,Europe,FIN,Finland,2011,Female,Age80_84,[80-84],5,0.11044842,0.0,5.49668001
4581,EU,Europe,FIN,Finland,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
4582,EU,Europe,FRA,France,1951,Female,Age80_84,[80-84],51,0.13591664,0.0,17.24721001
4583,EU,Europe,FRA,France,1953,Female,Age85_over,[85+],22,0.05272366,0.0,14.29499675
4584,EU,Europe,FRA,France,1954,Female,Age80_84,[80-84],64,0.15937842,0.0,19.31200966
4585,EU,Europe,FRA,France,1956,Female,Age75_79,[75-79],130,0.28587136,0.0,20.46921745
4586,EU,Europe,FRA,France,1956,Female,Age85_over,[85+],30,0.06926807,0.0,17.73049645
4587,EU,Europe,FRA,France,1958,Female,Age80_84,[80-84],65,0.14609368,0.0,16.78285567
4588,EU,Europe,FRA,France,1959,Female,Age75_79,[75-79],162,0.38029954,0.0,24.11431974
4589,EU,Europe,FRA,France,1960,Female,Age85_over,[85+],44,0.09007902,0.0,21.01241643
4590,EU,Europe,HUN,Hungary,1978,Female,Age75_79,[75-79],131,1.02576149,0.0,79.63525836
4591,EU,Europe,HUN,Hungary,1978,Female,Age85_over,[85+],40,0.41114195,0.0,95.92326139
4592,EU,Europe,HUN,Hungary,1979,Female,Age80_84,[80-84],86,0.76160113,0.0,93.68191721
4593,EU,Europe,HUN,Hungary,1981,Female,Age75_79,[75-79],130,1.03420843,0.0,76.92307692
4594,EU,Europe,HUN,Hungary,1982,Female,Age85_over,[85+],30,0.27394758,0.0,59.05511811
4595,EU,Europe,HUN,Hungary,1984,Female,Age80_84,[80-84],99,0.80402826,0.0,95.37572254
4596,EU,Europe,HUN,Hungary,1985,Female,Age75_79,[75-79],118,0.89570366,0.0,62.86627597
4597,EU,Europe,HUN,Hungary,1986,Female,Age85_over,[85+],55,0.43912176,0.0,92.74873525
4598,EU,Europe,HUN,Hungary,1987,Female,Age75_79,[75-79],117,0.89586524,0.0,59.4210259
4599,EU,Europe,HUN,Hungary,1987,Female,Age85_over,[85+],52,0.41864584,0.0,84.69055375
4600,EU,Europe,HUN,Hungary,1988,Female,Age75_79,[75-79],142,1.08215211,0.0,70.71713147
4601,EU,Europe,HUN,Hungary,1991,Female,Age80_84,[80-84],104,0.77681506,0.0,85.93975953
4602,EU,Europe,HUN,Hungary,1992,Female,Age80_84,[80-84],88,0.63925614,0.0,70.43662705
4603,EU,Europe,HUN,Hungary,1995,Female,Age85_over,[85+],50,0.32564804,0.0,64.61200491
4604,EU,Europe,HUN,Hungary,1996,Female,Age85_over,[85+],70,0.42871142,0.0,86.84540278
4605,EU,Europe,HUN,Hungary,1999,Female,Age75_79,[75-79],71,0.55287338,0.0,33.8808349
4606,EU,Europe,HUN,Hungary,1999,Female,Age85_over,[85+],61,0.33806251,0.0,71.51314787
4607,EU,Europe,HUN,Hungary,2000,Female,Age80_84,[80-84],49,0.57363615,0.0,53.24466467
4608,EU,Europe,HUN,Hungary,2002,Female,Age75_79,[75-79],55,0.4827102,0.0,25.10544286
4609,EU,Europe,HUN,Hungary,2003,Female,Age80_84,[80-84],53,0.39804732,0.0,36.62598648
4610,EU,Europe,HUN,Hungary,2004,Female,Age85_over,[85+],26,0.17962003,0.0,33.07088617
4611,EU,Europe,HUN,Hungary,2006,Female,Age80_84,[80-84],41,0.30352384,0.0,26.21801881
4612,EU,Europe,HUN,Hungary,2007,Female,Age75_79,[75-79],49,0.47210714,0.0,22.19645219
4613,NAC,North America and the Caribbean,GLP,Guadeloupe,2004,Female,Age85_over,[85+],0,0.0,0.0,0.0
4614,NAC,North America and the Caribbean,GLP,Guadeloupe,2010,Female,Age75_79,[75-79],1,0.65789474,0.0,16.3345312
4615,NAC,North America and the Caribbean,GLP,Guadeloupe,2011,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4616,NAC,North America and the Caribbean,GLP,Guadeloupe,2011,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4617,NAC,North America and the Caribbean,GLP,Guadeloupe,2011,Female,Age85_over,[85+],0,0.0,0.0,0.0
4618,NAC,North America and the Caribbean,GLP,Guadeloupe,2012,Female,Age80_84,[80-84],1,0.54347826,0.0,20.41232905
4619,NAC,North America and the Caribbean,GLP,Guadeloupe,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
4620,CSA,Central and South America,GTM,Guatemala,1964,Female,Age85_over,[85+],0,0.0,0.0,0.0
4621,CSA,Central and South America,GTM,Guatemala,1965,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4622,CSA,Central and South America,GTM,Guatemala,1965,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4623,CSA,Central and South America,GTM,Guatemala,1965,Female,Age85_over,[85+],0,0.0,0.0,0.0
4624,CSA,Central and South America,GTM,Guatemala,1971,Female,Age85_over,[85+],0,0.0,0.0,0.0
4625,CSA,Central and South America,GTM,Guatemala,1990,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4626,CSA,Central and South America,GTM,Guatemala,1994,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4627,CSA,Central and South America,GTM,Guatemala,1994,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4628,CSA,Central and South America,GTM,Guatemala,1995,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4629,CSA,Central and South America,GTM,Guatemala,1995,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4630,CSA,Central and South America,GTM,Guatemala,1995,Female,Age85_over,[85+],1,0.04916421,0.0,11.18067979
4631,CSA,Central and South America,GTM,Guatemala,1999,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4632,CSA,Central and South America,GTM,Guatemala,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4633,EU,Europe,FRA,France,1961,Female,Age80_84,[80-84],69,0.1579128,0.0,16.66264187
4634,EU,Europe,FRA,France,1963,Female,Age75_79,[75-79],137,0.29785846,0.0,18.8887357
4635,EU,Europe,FRA,France,1963,Female,Age85_over,[85+],53,0.09208103,0.0,21.79276316
4636,EU,Europe,FRA,France,1965,Female,Age80_84,[80-84],84,0.1710864,0.0,18.31661579
4637,EU,Europe,FRA,France,1966,Female,Age75_79,[75-79],119,0.28627102,0.0,15.670266
4638,EU,Europe,FRA,France,1969,Female,Age85_over,[85+],73,0.11357802,0.0,21.25181951
4639,EU,Europe,FRA,France,1970,Female,Age75_79,[75-79],155,0.35906227,0.0,18.66120877
4640,EU,Europe,FRA,France,1970,Female,Age85_over,[85+],71,0.10950031,0.0,19.88238589
4641,EU,Europe,FRA,France,1971,Female,Age75_79,[75-79],164,0.3737551,0.0,19.19475655
4642,EU,Europe,FRA,France,1972,Female,Age75_79,[75-79],181,0.41389403,0.0,20.61973115
4643,EU,Europe,FRA,France,1975,Female,Age80_84,[80-84],131,0.25161823,0.0,22.0094086
4644,EU,Europe,FRA,France,1976,Female,Age80_84,[80-84],123,0.23607992,0.0,20.01953125
4645,EU,Europe,FRA,France,1979,Female,Age80_84,[80-84],157,0.3039396,0.0,23.75548495
4646,EU,Europe,FRA,France,1980,Female,Age75_79,[75-79],254,0.60335408,0.0,24.88732118
4647,EU,Europe,FRA,France,1981,Female,Age85_over,[85+],114,0.12982132,0.0,22.1574344
4648,EU,Europe,FRA,France,1983,Female,Age80_84,[80-84],219,0.3873364,0.0,29.37625755
4649,EU,Europe,FRA,France,1985,Female,Age75_79,[75-79],297,0.74888424,0.0,27.63819096
4650,EU,Europe,FRA,France,1985,Female,Age85_over,[85+],166,0.17270798,0.0,28.49296258
4651,EU,Europe,FRA,France,1987,Female,Age85_over,[85+],174,0.1822104,0.0,27.20875684
4652,EU,Europe,FRA,France,1988,Female,Age75_79,[75-79],281,0.79479564,0.0,25.71141001
4653,EU,Europe,FRA,France,1988,Female,Age85_over,[85+],178,0.18085939,0.0,26.6227939
4654,EU,Europe,FRA,France,1989,Female,Age75_79,[75-79],270,0.78903533,0.0,24.59912536
4655,EU,Europe,FRA,France,1989,Female,Age85_over,[85+],186,0.17871384,0.0,26.67049039
4656,EU,Europe,HUN,Hungary,2007,Female,Age85_over,[85+],36,0.21276596,0.0,35.5369535
4657,EU,Europe,HUN,Hungary,2010,Female,Age75_79,[75-79],43,0.44007778,0.0,19.6496872
4658,EU,Europe,HUN,Hungary,2010,Female,Age85_over,[85+],34,0.1717085,0.0,28.39983628
4659,EU,Europe,HUN,Hungary,2011,Female,Age80_84,[80-84],43,0.3357801,0.0,26.62373847
4660,EU,Europe,HUN,Hungary,2013,Female,Age75_79,[75-79],35,0.38486914,0.0,16.29980464
4661,EU,Europe,HUN,Hungary,2014,Female,Age80_84,[80-84],36,0.29163966,0.0,22.21474874
4662,EU,Europe,ISL,Iceland,1953,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4663,EU,Europe,ISL,Iceland,1953,Female,Age85_over,[85+],0,0.0,0.0,0.0
4664,EU,Europe,ISL,Iceland,1955,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4665,EU,Europe,ISL,Iceland,1957,Female,Age85_over,[85+],0,0.0,0.0,0.0
4666,EU,Europe,ISL,Iceland,1958,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4667,EU,Europe,ISL,Iceland,1960,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4668,EU,Europe,ISL,Iceland,1960,Female,Age85_over,[85+],0,0.0,0.0,0.0
4669,EU,Europe,ISL,Iceland,1962,Female,Age80_84,[80-84],1,1.25,0.0,111.1111111
4670,EU,Europe,ISL,Iceland,1963,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4671,EU,Europe,ISL,Iceland,1964,Female,Age85_over,[85+],0,0.0,0.0,0.0
4672,EU,Europe,ISL,Iceland,1965,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4673,EU,Europe,ISL,Iceland,1967,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4674,EU,Europe,ISL,Iceland,1967,Female,Age85_over,[85+],0,0.0,0.0,0.0
4675,EU,Europe,ISL,Iceland,1969,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4676,EU,Europe,ISL,Iceland,1970,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4677,EU,Europe,ISL,Iceland,1971,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4678,EU,Europe,ISL,Iceland,1972,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4679,CSA,Central and South America,GTM,Guatemala,1999,Female,Age85_over,[85+],0,0.0,0.0,0.0
4680,CSA,Central and South America,GTM,Guatemala,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
4681,CSA,Central and South America,GTM,Guatemala,2004,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4682,CSA,Central and South America,GTM,Guatemala,2004,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4683,CSA,Central and South America,GTM,Guatemala,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4684,CSA,Central and South America,GTM,Guatemala,2005,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4685,CSA,Central and South America,GTM,Guatemala,2011,Female,Age75_79,[75-79],1,0.03616637,0.0,1.41268877
4686,CSA,Central and South America,GTM,Guatemala,2011,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4687,CSA,Central and South America,GTM,Guatemala,2012,Female,Age75_79,[75-79],1,0.03646973,0.0,1.38490728
4688,CSA,Central and South America,GTM,Guatemala,2012,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4689,CSA,Central and South America,GTM,Guatemala,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
4690,CSA,Central and South America,GUY,Guyana,1993,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4691,CSA,Central and South America,GUY,Guyana,1993,Female,Age85_over,[85+],0,0.0,0.0,0.0
4692,CSA,Central and South America,GUY,Guyana,1994,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4693,CSA,Central and South America,GUY,Guyana,1994,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4694,CSA,Central and South America,GUY,Guyana,1994,Female,Age85_over,[85+],0,0.0,0.0,0.0
4695,CSA,Central and South America,GUY,Guyana,1995,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4696,CSA,Central and South America,GUY,Guyana,1995,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4697,CSA,Central and South America,GUY,Guyana,1995,Female,Age85_over,[85+],0,0.0,0.0,0.0
4698,CSA,Central and South America,GUY,Guyana,1996,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4699,EU,Europe,GRC,Greece,1981,Female,Age75_79,[75-79],10,0.13980148,0.0,6.78886626
4700,EU,Europe,GRC,Greece,1981,Female,Age80_84,[80-84],3,0.03731807,0.0,3.54609929
4701,EU,Europe,GRC,Greece,1981,Female,Age85_over,[85+],2,0.01993024,0.0,3.80952381
4702,EU,Europe,GRC,Greece,1985,Female,Age75_79,[75-79],4,0.05013788,0.0,2.53646164
4703,EU,Europe,GRC,Greece,1985,Female,Age80_84,[80-84],6,0.0675904,0.0,5.81959263
4704,EU,Europe,GRC,Greece,1985,Female,Age85_over,[85+],5,0.04298117,0.0,8.75656743
4705,EU,Europe,GRC,Greece,1989,Female,Age75_79,[75-79],5,0.06260957,0.0,2.94464075
4706,EU,Europe,GRC,Greece,1989,Female,Age80_84,[80-84],4,0.04361099,0.0,3.92156863
4707,EU,Europe,GRC,Greece,1990,Female,Age85_over,[85+],2,0.01511487,0.0,2.73972603
4708,EU,Europe,GRC,Greece,1993,Female,Age75_79,[75-79],8,0.10678057,0.0,4.62853142
4709,EU,Europe,GRC,Greece,1996,Female,Age75_79,[75-79],5,0.07122507,0.0,2.81203777
4710,EU,Europe,GRC,Greece,1996,Female,Age80_84,[80-84],5,0.04932426,0.0,4.45025945
4711,EU,Europe,GRC,Greece,1996,Female,Age85_over,[85+],5,0.03131851,0.0,5.99146815
4712,EU,Europe,GRC,Greece,1998,Female,Age75_79,[75-79],3,0.04338395,0.0,1.65426884
4713,EU,Europe,GRC,Greece,2001,Female,Age75_79,[75-79],4,0.05326232,0.0,2.03854896
4714,EU,Europe,GRC,Greece,2001,Female,Age80_84,[80-84],2,0.02183883,0.0,1.78649588
4715,EU,Europe,GRC,Greece,2001,Female,Age85_over,[85+],4,0.022041,0.0,4.51411224
4716,EU,Europe,GRC,Greece,2004,Female,Age85_over,[85+],0,0.0,0.0,0.0
4717,EU,Europe,GRC,Greece,2006,Female,Age75_79,[75-79],4,0.04816956,0.0,1.51858559
4718,EU,Europe,GRC,Greece,2006,Female,Age80_84,[80-84],3,0.02884615,0.0,1.96704543
4719,EU,Europe,GRC,Greece,2006,Female,Age85_over,[85+],2,0.01040799,0.0,2.28574041
4720,EU,Europe,GRC,Greece,2009,Female,Age80_84,[80-84],5,0.04142502,0.0,2.65769429
4721,EU,Europe,GRC,Greece,2009,Female,Age85_over,[85+],1,0.0049975,0.0,0.98527992
4722,EU,Europe,FRA,France,1990,Female,Age75_79,[75-79],265,0.83983013,0.0,26.03143419
4723,EU,Europe,FRA,France,1993,Female,Age80_84,[80-84],217,0.44551203,0.0,24.68152866
4724,EU,Europe,FRA,France,1994,Female,Age80_84,[80-84],195,0.42029485,0.0,21.91257445
4725,EU,Europe,FRA,France,1997,Female,Age85_over,[85+],192,0.15032884,0.0,20.71197411
4726,EU,Europe,FRA,France,1998,Female,Age75_79,[75-79],166,0.5489055,0.0,14.77920228
4727,EU,Europe,FRA,France,1998,Female,Age85_over,[85+],179,0.14224299,0.0,20.44779529
4728,EU,Europe,FRA,France,1999,Female,Age75_79,[75-79],190,0.56156529,0.0,15.54877774
4729,EU,Europe,FRA,France,2000,Female,Age75_79,[75-79],216,0.64958499,0.0,17.13495602
4730,EU,Europe,FRA,France,2001,Female,Age80_84,[80-84],142,0.40625983,0.0,19.46528052
4731,EU,Europe,FRA,France,2002,Female,Age85_over,[85+],170,0.13748039,0.0,20.57468733
4732,EU,Europe,FRA,France,2004,Female,Age80_84,[80-84],167,0.36080804,0.0,16.29250808
4733,EU,Europe,FRA,France,2005,Female,Age75_79,[75-79],158,0.53130675,0.0,12.40263344
4734,EU,Europe,FRA,France,2005,Female,Age85_over,[85+],151,0.1299506,0.0,18.31153129
4735,EU,Europe,FRA,France,2008,Female,Age75_79,[75-79],153,0.5389981,0.0,11.58617807
4736,EU,Europe,FRA,France,2009,Female,Age80_84,[80-84],152,0.33676001,0.0,13.88385878
4737,EU,Europe,FRA,France,2010,Female,Age85_over,[85+],151,0.11250605,0.0,13.35253977
4738,EU,Europe,FRA,France,2012,Female,Age80_84,[80-84],139,0.31227534,0.0,12.35992822
4739,EU,Europe,FRA,France,2013,Female,Age85_over,[85+],164,0.10916958,0.0,12.93230569
4740,CSA,Central and South America,GUF,French Guiana,1968,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4741,CSA,Central and South America,GUF,French Guiana,1971,Female,Age85_over,[85+],0,0.0,0.0,0.0
4742,CSA,Central and South America,GUF,French Guiana,1972,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4743,CSA,Central and South America,GUF,French Guiana,1972,Female,Age85_over,[85+],0,0.0,0.0,0.0
4744,EU,Europe,ISL,Iceland,1975,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4745,EU,Europe,ISL,Iceland,1976,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4746,EU,Europe,ISL,Iceland,1979,Female,Age85_over,[85+],0,0.0,0.0,0.0
4747,EU,Europe,ISL,Iceland,1980,Female,Age85_over,[85+],0,0.0,0.0,0.0
4748,EU,Europe,ISL,Iceland,1981,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4749,EU,Europe,ISL,Iceland,1983,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4750,EU,Europe,ISL,Iceland,1984,Female,Age85_over,[85+],0,0.0,0.0,0.0
4751,EU,Europe,ISL,Iceland,1986,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4752,EU,Europe,ISL,Iceland,1987,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4753,EU,Europe,ISL,Iceland,1988,Female,Age85_over,[85+],0,0.0,0.0,0.0
4754,EU,Europe,ISL,Iceland,1991,Female,Age85_over,[85+],0,0.0,0.0,0.0
4755,EU,Europe,ISL,Iceland,1992,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4756,EU,Europe,ISL,Iceland,1992,Female,Age85_over,[85+],0,0.0,0.0,0.0
4757,EU,Europe,ISL,Iceland,1993,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4758,EU,Europe,ISL,Iceland,1998,Female,Age75_79,[75-79],1,0.86956522,0.0,28.62868594
4759,EU,Europe,ISL,Iceland,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4760,EU,Europe,ISL,Iceland,2000,Female,Age85_over,[85+],0,0.0,0.0,0.0
4761,EU,Europe,ISL,Iceland,2001,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4762,EU,Europe,ISL,Iceland,2002,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4763,EU,Europe,ISL,Iceland,2003,Female,Age85_over,[85+],0,0.0,0.0,0.0
4764,EU,Europe,ISL,Iceland,2006,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4765,EU,Europe,ISL,Iceland,2006,Female,Age85_over,[85+],0,0.0,0.0,0.0
4766,EU,Europe,ISL,Iceland,2007,Female,Age80_84,[80-84],0,0.0,0.0,0.0
4767,EU,Europe,GRC,Greece,2011,Female,Age75_79,[75-79],7,0.09409867,0.0,2.41665976
4768,EU,Europe,GRC,Greece,2011,Female,Age80_84,[80-84],4,0.03263175,0.0,1.89773126
4769,NAC,North America and the Caribbean,GRD,Grenada,1991,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4770,NAC,North America and the Caribbean,GRD,Grenada,1992,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4771,NAC,North America and the Caribbean,GRD,Grenada,1993,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4772,NAC,North America and the Caribbean,GRD,Grenada,1994,Female,Age75_79,[75-79],0,0.0,0.0,0.0
4773,NAC,North America and the Caribbean,GRD,Grenada,1994,Female,Age80_84,[80-84],0,0.0,0.0,0.0
